origin,destin,id,dist,passen,fare,ldist,lfare,ldistsq,concen,lpassen
"SAN JOSE, CA","SEATTLE, WA",1124,0.697,1.869,102,6.5467854,4.624973,42.860397,0.6275,7.533159
"SAN JOSE, CA","SPOKANE, WA",1125,0.742,0.132,110,6.6093493,4.7004805,43.6835,0.5748,4.882802
"SAN JOSE, CA","TUCSON, AZ",1126,0.722,0.259,129,6.582025,4.8598123,43.323055,0.3069,5.556828
"SAN JOSE, CA","WASHINGTON, DC",1127,2.404,0.352,520,7.784889,6.253829,60.6045,0.6071,5.8636312
"SANTA ANA, CA","SEATTLE, WA",1128,0.978,1.305,159,6.8855095,5.0689044,47.41024,0.7558,7.1739583
"SANTA ANA, CA","WASHINGTON, DC",1129,2.279,0.207,396,7.731492,5.9814143,59.77597,0.3223,5.332719
"SEATTLE, WA","SPOKANE, WA",1130,0.224,1.9,70,5.411646,4.248495,29.285912,0.606,7.549609
"SEATTLE, WA","TAMPA, FL",1131,2.525,0.273,214,7.8339963,5.365976,61.3715,0.2325,5.609472
"SEATTLE, WA","TUCSON, AZ",1132,1.217,0.4,131,7.104144,4.8751974,50.468864,0.7017,5.9914646
"SEATTLE, WA","WASHINGTON, DC",1133,2.31,0.609,405,7.7450027,6.003887,59.98507,0.6128,6.4118185
"ST. LOUIS, MO","SALT LAKE CITY, UT",1134,1.157,0.234,171,7.0535855,5.1416636,49.753067,0.4977,5.4553213
"ST. LOUIS, MO","SAN ANTONIO, TX",1135,0.786,0.335,192,6.666957,5.2574954,44.448315,0.6062,5.8141303
"ST. LOUIS, MO","SAN DIEGO, CA",1136,1.559,0.367,224,7.3518,5.411646,54.04896,0.5402,5.9053617
"ST. LOUIS, MO","SAN FRANCISCO, CA",1137,1.737,0.449,307,7.4599147,5.7268476,55.650326,0.7057,6.107023
"ST. LOUIS, MO","SAN JOSE, CA",1138,1.718,0.17,272,7.448916,5.605802,55.486347,0.6101,5.1357985
"ST. LOUIS, MO","SANTA ANA, CA",1139,1.571,0.159,298,7.3594675,5.6970935,54.161762,0.70519996,5.0689044
"ST. LOUIS, MO","SEATTLE, WA",1140,1.711,0.391,297,7.4448333,5.6937323,55.42554,0.6756,5.9687076
"ST. LOUIS, MO","TAMPA, FL",1141,0.869,0.546,177,6.767343,5.17615,45.796932,0.5894,6.302619
"ST. LOUIS, MO","TULSA, OK",1142,0.351,0.303,78,5.8607864,4.356709,34.348816,0.53029996,5.7137327
"ST. LOUIS, MO","WASHINGTON, DC",1143,0.713,0.471,297,6.5694814,5.6937323,43.158085,0.85410005,6.154858
"SYRACUSE, NY","TAMPA, FL",1144,1.105,0.169,134,7.007601,4.89784,49.10647,0.6235,5.1298985
"SYRACUSE, NY","WASHINGTON, DC",1145,0.298,0.162,193,5.6970935,5.26269,32.456875,0.951,5.0875964
"TALLAHASSEE, FL","TAMPA, FL",1146,0.2,0.228,118,5.2983174,4.7706847,28.072168,0.98660004,5.4293456
"TAMPA, FL","WASHINGTON, DC",1147,0.814,1.142,142,6.7019606,4.955827,44.916275,0.6415,7.0405364
"TUCSON, AZ","WASHINGTON, DC",1148,1.948,0.198,311,7.5745583,5.739793,57.37393,0.42720002,5.288267
"WASHINGTON, DC","WEST PALM BEACH, FL",1149,0.857,0.556,145,6.753438,4.9767337,45.608925,0.8122,6.3207684
